City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
298,muisne,0.6,-80.03,86.0,79,40,5.82,EC,1582486403
299,port hedland,-20.32,118.57,78.8,88,0,6.93,AU,1582486403
300,naron,43.52,-8.15,54.0,93,0,1.12,ES,1582486403
301,urengoy,65.97,78.37,24.87,89,100,19.62,RU,1582486403
302,padang,-0.95,100.35,70.16,85,0,6.29,ID,1582486371
303,jardim,-21.48,-56.14,80.2,58,70,4.61,BR,1582486404
304,half moon bay,37.46,-122.43,60.01,66,75,19.46,US,1582486404
305,erbach,49.66,9.0,57.2,76,90,24.16,DE,1582486404
306,salinas,36.68,-121.66,60.01,62,75,6.93,US,1582486349
307,ossora,59.24,163.07,0.54,86,100,7.56,RU,1582486404
308,masallatah,32.62,14.0,50.47,68,0,5.55,LY,1582486404
309,mastung,29.8,66.84,46.22,67,0,1.05,PK,1582486404
310,abhar,36.15,49.22,33.78,81,14,5.03,IR,1582486404
311,lata,40.16,-8.33,64.4,52,0,2.24,PT,1582486405
312,hovd,48.01,91.64,16.09,71,100,1.12,MN,1582486405
313,saskylakh,71.92,114.08,5.95,91,100,9.13,RU,1582486405
314,yanam,16.73,82.22,69.98,88,100,1.34,IN,1582486405
315,westport,41.14,-73.36,55.99,34,1,14.99,US,1582486405
316,umm lajj,25.02,37.27,63.43,45,100,4.65,SA,1582486405
317,chapais,49.78,-74.85,35.6,64,75,8.05,CA,1582486361
318,lakes entrance,-37.88,147.98,68.0,87,20,5.03,AU,1582486406
319,borogontsy,62.67,131.17,-7.46,98,100,2.28,RU,1582486406
320,qarqin,37.42,66.04,55.96,76,100,4.09,AF,1582486406
321,pacific grove,36.62,-121.92,60.01,71,90,8.05,US,1582486294
322,cidreira,-30.18,-50.21,72.21,63,11,15.52,BR,1582486406
323,manggar,-2.88,108.27,82.24,79,2,13.87,ID,1582486406
324,norman wells,65.28,-126.83,6.8,77,75,5.82,CA,1582486406
325,los llanos de aridane,28.66,-17.92,72.0,60,90,11.41,ES,1582486406
326,khomeyn,33.64,50.08,37.09,73,98,5.64,IR,1582486407
327,egra,50.08,12.37,50.0,87,90,16.11,CZ,1582486407
328,necochea,-38.55,-58.74,87.01,20,0,10.0,AR,1582486360
329,ligayan,4.65,119.47,81.05,80,0,16.6,PH,1582486407
330,linxia,35.6,103.21,32.58,54,0,0.94,CN,1582486407
331,nicolas bravo,18.45,-88.92,80.6,47,5,11.41,MX,1582486407
332,cookeville,36.16,-85.5,54.0,56,1,14.99,US,1582486183
333,dalby,-27.18,151.27,66.99,93,90,8.05,AU,1582486407
334,dawei,14.08,98.2,78.76,57,100,8.08,MM,1582486408
335,vardo,70.37,31.11,26.6,92,75,6.93,NO,1582486408
336,guerrero negro,27.98,-114.06,64.17,59,100,19.86,MX,1582486408
337,ust-nera,64.57,143.2,-26.99,99,100,1.72,RU,1582486408
338,pochutla,15.74,-96.47,89.6,59,40,10.8,MX,1582486408
339,khani,41.96,42.96,44.6,93,90,2.24,GE,1582486408
340,horsham,51.06,-0.33,50.0,61,100,5.82,GB,1582486408
341,yarmouth,41.71,-70.23,55.4,29,1,16.11,US,1582486147
342,morondava,-20.28,44.28,75.9,91,100,2.46,MG,1582486408
343,pitea,65.32,21.48,34.0,59,49,19.46,SE,1582486409
344,cap malheureux,-19.98,57.61,77.0,88,75,4.7,MU,1582486409
345,alirajpur,22.3,74.35,65.62,35,0,7.23,IN,1582486409
346,urumqi,43.8,87.6,32.0,87,75,2.24,CN,1582486409
347,paramonga,-10.67,-77.83,73.6,82,13,9.98,PE,1582486409
348,mount isa,-20.73,139.5,78.8,78,100,6.93,AU,1582486409
349,manadhoo,5.77,73.38,83.07,74,26,15.5,MV,1582486410
350,tura,25.52,90.22,65.35,55,0,2.35,IN,1582486380
351,ulaangom,49.98,92.07,9.23,96,100,1.3,MN,1582486410
352,imbituba,-28.24,-48.67,77.0,61,75,11.41,BR,1582486410
353,ararat,39.83,44.7,39.2,80,59,1.12,AM,1582486410
354,constitucion,-35.33,-72.42,61.59,81,67,6.67,CL,1582486410
355,fiche,9.8,38.73,66.54,41,67,4.56,ET,1582486410
356,altamira,-3.2,-52.21,80.6,88,75,4.7,BR,1582486410
357,mountain home,43.13,-115.69,45.0,39,90,9.17,US,1582486200
358,geraldton,-28.77,114.6,71.6,94,34,4.7,AU,1582486411
359,khatanga,71.97,102.5,13.42,92,98,15.7,RU,1582486411
360,bathsheba,13.22,-59.52,84.2,70,40,14.99,BB,1582486411
361,santo amaro da imperatriz,-27.69,-48.78,77.0,61,75,11.41,BR,1582486411
362,jinchang,38.5,102.17,29.88,35,14,8.81,CN,1582486411
363,pouebo,-20.4,164.57,75.49,78,88,5.39,NC,1582486411
364,palana,59.12,159.97,1.74,67,100,5.01,RU,1582486411
365,iberia,29.95,-91.75,68.0,68,75,11.41,US,1582486411
366,sinnai,39.3,9.2,57.2,87,20,8.05,IT,1582486412
367,kirakira,-10.45,161.92,79.75,85,2,6.31,SB,1582486412
368,andenes,69.31,16.12,35.6,93,75,31.09,NO,1582486412
369,fengrun,39.83,118.12,36.9,43,26,4.52,CN,1582486412
370,sal rei,16.18,-22.92,71.6,68,75,10.29,CV,1582486412
371,rovaniemi,66.5,25.72,23.0,92,44,8.05,FI,1582486412
372,biak,-0.91,122.88,82.08,77,0,9.82,ID,1582486412
373,novikovo,51.15,37.89,33.3,94,99,12.53,RU,1582486413
374,andahuaylas,-13.66,-73.39,60.35,73,74,7.92,PE,1582486413
375,na wa,17.49,104.1,68.0,64,0,5.82,TH,1582486413
376,ponta delgada,37.73,-25.67,60.8,87,20,5.82,PT,1582486413
377,harbour breton,47.48,-55.8,30.85,86,13,17.11,CA,1582486413
378,ngunguru,-35.62,174.5,57.0,87,49,1.99,NZ,1582486413
379,nienburg,52.63,9.22,45.0,75,75,12.75,DE,1582486413
380,schwabmunchen,48.18,10.75,59.0,51,100,23.04,DE,1582486413
381,staraya russa,57.99,31.36,37.18,86,100,11.59,RU,1582486414
382,suntar,62.14,117.63,-10.03,96,7,4.56,RU,1582486414
383,broome,42.25,-75.83,51.01,26,1,10.29,US,1582486414
384,sosua,19.77,-70.52,78.8,88,75,14.99,DO,1582486342
385,cravo norte,6.3,-70.2,96.67,31,100,6.51,CO,1582486414
386,guozhen,34.37,107.36,44.11,66,32,3.2,CN,1582486414
387,soyo,-6.13,12.37,79.39,85,100,3.67,AO,1582486414
388,weimar,50.98,11.32,51.01,76,75,31.09,DE,1582486414
389,argentan,48.75,-0.02,53.6,93,90,14.99,FR,1582486415
390,sembe,1.65,14.58,76.5,76,100,6.62,CG,1582486415
391,inuvik,68.35,-133.72,-4.0,76,90,5.82,CA,1582486415
392,gobabis,-22.45,18.97,65.82,76,99,6.31,NA,1582486415
393,mulchen,-37.72,-72.23,82.4,42,20,14.99,CL,1582486415
394,katsuura,35.13,140.3,44.6,39,20,8.05,JP,1582486415
395,luderitz,-26.65,15.16,71.15,58,0,25.81,NA,1582486415
396,bucksport,44.57,-68.8,46.0,45,20,11.41,US,1582486416
397,svetlaya,46.54,138.33,16.0,72,53,4.63,RU,1582486416
398,malpe,13.35,74.72,80.6,74,100,7.72,IN,1582486416
399,pemangkat,1.17,108.97,75.96,92,93,7.9,ID,1582486416
400,were ilu,10.6,39.43,54.91,71,20,5.17,ET,1582486416
401,lasa,46.62,10.7,48.2,92,40,6.93,IT,1582486416
402,coffs harbour,-30.3,153.13,68.0,100,75,8.05,AU,1582486416
403,husavik,66.04,-17.34,20.01,80,4,10.45,IS,1582486405
404,adrar,20.5,-10.07,86.56,9,100,12.28,MR,1582486417
405,iwanai,42.97,140.51,27.28,77,99,12.8,JP,1582486417
406,asau,46.43,26.4,48.2,57,100,9.17,RO,1582486417
407,caninde de sao francisco,-9.66,-37.79,88.38,48,73,0.38,BR,1582486417
408,creston,41.06,-94.36,59.0,33,1,6.44,US,1582486205
409,sale,34.04,-6.82,66.99,62,0,3.36,MA,1582486314
410,kiunga,-6.12,141.29,73.56,99,100,2.01,PG,1582486211
411,sao joao da barra,-21.64,-41.05,78.8,61,100,9.17,BR,1582486348
412,te anau,-45.42,167.72,52.63,68,14,2.17,NZ,1582486418
413,mikuni,36.22,136.15,37.4,86,40,6.93,JP,1582486418
414,nerchinskiy zavod,51.31,119.61,-0.58,97,0,3.11,RU,1582486418
415,orillia,44.61,-79.42,46.0,48,20,13.87,CA,1582486229
416,saint-philippe,-21.36,55.77,75.2,83,0,5.82,RE,1582486418
417,porbandar,21.64,69.61,76.51,56,0,13.44,IN,1582486418
418,vanavara,60.34,102.28,11.77,96,100,6.82,RU,1582486418
419,pauini,-7.71,-66.98,84.52,68,72,1.95,BR,1582486419
420,nampula,-15.12,39.27,78.8,88,75,4.7,MZ,1582486419
421,novoagansk,61.94,76.66,22.73,94,100,13.15,RU,1582486419
422,yantal,56.85,105.25,9.99,96,95,3.18,RU,1582486419
423,duncan,34.5,-97.96,55.0,87,90,12.75,US,1582486159
424,palmer,42.16,-72.33,54.0,25,20,10.29,US,1582486419
425,la mana,-0.93,-79.22,64.0,67,75,10.29,EC,1582486419
426,ahipara,-35.17,173.17,59.0,100,0,17.49,NZ,1582486419
427,terrasini,38.15,13.08,62.01,76,20,2.24,IT,1582486420
428,sucre,-19.03,-65.26,64.4,55,20,12.75,BO,1582486133
429,sechura,-5.56,-80.82,74.35,84,0,15.01,PE,1582486420
430,kargasok,59.06,80.86,2.44,91,0,6.55,RU,1582486420
431,nouadhibou,20.93,-17.03,64.4,82,100,10.29,MR,1582486420
432,agadez,19.75,10.25,66.67,16,4,18.12,NE,1582486420
433,vestmannaeyjar,63.44,-20.27,35.6,67,40,23.04,IS,1582486420
434,gamba,-2.65,10.0,79.25,86,98,2.71,GA,1582486420
435,kenai,60.55,-151.26,12.99,66,75,4.7,US,1582486386
436,muros,42.78,-9.06,63.0,81,0,3.36,ES,1582486421
437,ryotsu,38.08,138.43,33.8,80,20,2.24,JP,1582486421
438,whitehorse,60.72,-135.05,15.8,72,75,2.24,CA,1582486234
439,langxiang,46.95,128.88,14.49,96,100,3.33,CN,1582486421
440,pedro juan caballero,-22.55,-55.73,86.0,33,52,4.43,PY,1582486421
441,puerto narino,-3.77,-70.38,87.8,79,75,5.82,CO,1582486421
442,morden,49.19,-98.1,37.4,59,1,18.34,CA,1582486422
443,nizwa,22.93,57.53,67.33,50,0,2.21,OM,1582486422
444,rundu,-17.93,19.77,71.19,80,86,4.72,NA,1582486422
445,fethiye,36.62,29.12,50.0,81,20,4.7,TR,1582486422
446,komsomolskiy,40.43,71.72,50.0,76,90,2.24,UZ,1582486422
447,sobolevo,54.43,31.9,32.94,79,67,12.64,RU,1582486422
448,tual,-5.67,132.75,82.67,76,100,9.75,ID,1582486422
449,udaipura,23.08,78.5,65.17,48,0,5.46,IN,1582486422
450,manjacaze,-24.71,33.88,72.32,69,100,14.97,MZ,1582486423
451,parati,-23.22,-44.71,73.4,69,75,2.24,BR,1582486423
452,nago,26.59,127.98,62.6,71,75,4.7,JP,1582486423
453,polessk,54.86,21.1,37.4,93,75,11.18,RU,1582486423
454,witu,-2.39,40.44,80.96,85,20,10.4,KE,1582486423
455,tarata,-17.62,-66.02,80.6,34,20,3.36,BO,1582486423
456,hailar,49.2,119.7,1.09,95,0,6.6,CN,1582486423
457,camacha,33.08,-16.33,68.0,82,20,12.75,PT,1582486424
458,goderich,43.75,-81.72,42.01,65,0,14.0,CA,1582486234
459,birao,10.28,22.79,76.42,14,1,7.81,CF,1582486424
460,las varas,21.17,-105.17,84.2,74,40,9.17,MX,1582486332
461,prince rupert,54.32,-130.32,39.2,80,90,3.36,CA,1582486424
462,margate,51.38,1.39,48.2,52,100,6.93,GB,1582486424
463,great yarmouth,52.61,1.73,44.01,60,19,16.11,GB,1582486424
464,gilbues,-9.83,-45.34,79.34,84,100,2.73,BR,1582486424
465,chiredzi,-21.05,31.67,71.08,75,100,14.76,ZW,1582486424
466,yulara,-25.24,130.99,73.4,20,0,5.82,AU,1582486425
467,cacapava do sul,-30.51,-53.49,78.08,42,0,6.78,BR,1582486425
468,ostrovnoy,68.05,39.51,27.64,94,100,13.76,RU,1582486425
469,saint-pierre,-21.34,55.48,75.2,83,0,5.82,RE,1582486425
470,simao,22.79,100.97,53.1,94,84,1.14,CN,1582486425
471,asgabat,37.95,58.38,48.2,87,0,6.93,TM,1582486425
472,novyy urengoy,66.08,76.63,24.08,90,100,17.69,RU,1582486425
473,chern,53.45,36.91,29.71,90,35,11.7,RU,1582486425
474,oranjestad,12.52,-70.03,84.2,58,75,12.75,AW,1582486292
475,coari,-4.08,-63.14,82.26,93,90,2.86,BR,1582486426
476,aksha,50.28,113.29,3.52,84,0,6.24,RU,1582486426
477,madocsa,46.69,18.96,52.0,62,100,11.41,HU,1582486426
478,vikulovo,56.82,70.61,16.83,96,99,7.2,RU,1582486426
479,ambilobe,-13.2,49.05,76.51,92,100,2.37,MG,1582486426
480,mwene-ditu,-7.0,23.45,67.96,96,100,5.37,CD,1582486427
481,hasaki,35.73,140.83,35.6,30,20,3.36,JP,1582486427
482,sisimiut,66.94,-53.67,-2.07,72,100,3.33,GL,1582486427
483,veraval,20.9,70.37,71.87,30,0,9.4,IN,1582486427
484,vila do maio,15.13,-23.22,71.6,68,75,21.92,CV,1582486427
485,sidney,-33.87,151.21,66.99,100,58,2.68,AU,1582486289
486,polunochnoye,60.87,60.42,24.46,84,0,12.24,RU,1582486427
487,beyneu,45.32,55.2,41.0,87,100,17.94,KZ,1582486427
488,pangnirtung,66.15,-65.71,-31.0,59,20,5.82,CA,1582486427
489,yelizavetino,59.49,29.79,37.4,86,90,11.18,RU,1582486428
490,olga,43.74,135.29,30.36,68,100,13.85,RU,1582486428
491,havre-saint-pierre,50.23,-63.6,32.0,90,90,9.17,CA,1582486428
492,say,13.1,2.37,89.6,8,8,6.93,NE,1582486428
493,shakawe,-18.37,21.85,69.55,89,87,9.31,BW,1582486428
494,north myrtle beach,33.82,-78.68,63.0,35,1,8.05,US,1582486307
495,yudong,29.39,106.52,59.0,93,90,1.36,CN,1582486428
496,talnakh,69.49,88.4,14.0,92,75,29.08,RU,1582486428
497,marienburg,54.04,19.03,41.0,93,75,8.05,PL,1582486429
498,hun,29.13,15.95,52.05,66,0,6.26,LY,1582486429
499,petropavlovsk-kamchatskiy,53.05,158.65,17.6,61,100,15.66,RU,1582486429
500,okha,53.57,142.95,-6.05,99,0,7.63,RU,1582486332
501,chifeng,42.27,118.96,24.85,76,67,2.28,CN,1582486383
502,payyannur,12.1,75.2,77.0,94,20,3.36,IN,1582486388
503,kamenka,51.32,42.77,33.01,96,100,14.36,RU,1582486429
504,guna,24.65,77.32,61.25,60,0,8.25,IN,1582486429
505,sabang,5.89,95.32,82.42,76,0,27.0,ID,1582486430
506,sol-iletsk,51.16,54.99,22.3,92,100,15.88,RU,1582486430
507,porto novo,6.5,2.6,86.0,84,20,12.75,BJ,1582486430
508,sao felix do xingu,-6.64,-51.99,79.16,94,100,1.19,BR,1582486430
509,lembeni,-3.78,37.62,76.71,72,100,8.7,TZ,1582486430
510,along,28.17,94.77,52.83,93,11,4.88,IN,1582486430
511,ostrovskoye,57.81,42.24,32.04,92,100,9.6,RU,1582486430
512,cherskiy,68.75,161.3,-27.6,90,52,6.06,RU,1582486430
513,shenjiamen,29.96,122.3,54.43,83,2,18.01,CN,1582486431
514,sakakah,29.97,40.21,64.4,25,100,9.17,SA,1582486431
515,teeli,51.03,90.23,14.92,96,100,0.38,RU,1582486431
516,san juan,-31.54,-68.54,89.65,18,0,9.51,AR,1582486368
517,zhoucheng,35.91,116.31,55.0,22,100,6.71,CN,1582486431
518,aklavik,68.22,-135.01,-4.0,76,75,4.7,CA,1582486431
519,alyangula,-13.85,136.42,86.0,70,75,8.05,AU,1582486267
520,albury,-36.08,146.92,70.0,68,0,2.24,AU,1582486272
521,berezovyy,51.67,135.7,-0.17,87,0,2.33,RU,1582486431
522,abu dhabi,24.47,54.37,75.2,78,3,4.7,AE,1582486140
523,turayf,31.67,38.66,57.2,47,100,23.04,SA,1582486432
524,bilopillya,51.15,34.31,32.97,87,0,9.19,UA,1582486432
525,mata,40.68,-7.46,60.01,72,0,1.99,PT,1582486432
526,lazo,43.38,133.9,15.66,97,87,2.59,RU,1582486432
527,sao filipe,14.9,-24.5,68.0,84,56,18.79,CV,1582486432
528,ati,13.22,18.34,76.95,12,0,17.11,TD,1582486433
529,kroya,-7.63,109.25,74.68,90,43,3.83,ID,1582486433
530,calama,-22.47,-68.93,75.2,38,40,26.4,CL,1582486433
531,chuy,-33.7,-53.46,71.38,62,26,10.49,UY,1582486405
532,goundam,16.41,-3.67,84.34,9,0,13.96,ML,1582486433
533,taksimo,56.34,114.88,0.66,80,43,4.29,RU,1582486433
534,dingle,11.0,122.67,71.92,92,74,9.75,PH,1582486433
535,egvekinot,66.32,-179.17,-29.25,90,0,2.15,RU,1582486434
536,gaitanion,37.78,20.87,44.6,75,68,5.82,GR,1582486434
537,stepnyak,52.83,70.78,13.17,89,8,6.4,KZ,1582486434
538,laguna,38.42,-121.42,62.6,71,40,4.7,US,1582486434
539,tazovskiy,67.47,78.7,27.5,91,100,16.91,RU,1582486434
540,huaraz,-9.53,-77.53,49.01,82,68,6.85,PE,1582486434
541,kaohsiung,22.62,120.31,66.99,88,75,2.24,TW,1582486267
542,bairiki,1.33,172.98,84.7,77,39,12.17,KI,1582486268
543,san policarpo,12.18,125.51,78.31,85,1,14.81,PH,1582486434
544,dali,25.7,100.18,41.02,97,26,2.55,CN,1582486435
545,niamey,13.51,2.11,89.6,8,0,6.93,NE,1582486435
546,naryan-mar,67.67,53.09,30.79,80,97,28.7,RU,1582486435
547,larisa,39.64,22.42,48.99,70,75,0.78,GR,1582486300
548,coihaique,-45.58,-72.07,68.0,40,52,10.29,CL,1582486176
549,prescott,34.54,-112.47,48.99,70,90,12.75,US,1582486435
550,teknaf,20.86,92.31,58.87,56,0,1.63,BD,1582486435
551,williamsburg,37.27,-76.71,64.0,29,1,7.78,US,1582486352
552,khash,28.22,61.22,55.54,62,7,3.29,IR,1582486436
553,treinta y tres,-33.23,-54.38,74.57,48,0,11.16,UY,1582486436
554,abalak,58.13,68.59,18.68,94,0,7.0,RU,1582486436
555,pirai,-22.63,-43.9,78.8,73,90,4.7,BR,1582486175
556,byron bay,-28.65,153.62,70.0,100,98,6.93,AU,1582486436
557,tabou,4.42,-7.35,78.96,92,100,4.18,CI,1582486436
558,alcantara,-2.41,-44.41,86.0,74,40,11.41,BR,1582486436
559,innisfail,-17.53,146.03,77.22,94,64,3.13,AU,1582486436
560,dinguiraye,11.3,-10.72,81.97,15,28,1.48,GN,1582486437
561,wattegama,6.8,81.48,75.2,100,100,9.17,LK,1582486437
562,teguldet,57.31,88.17,13.01,96,93,2.57,RU,1582486437
563,abha,18.22,42.51,64.4,36,93,6.93,SA,1582486437
564,marawi,8.0,124.29,73.99,86,5,5.01,PH,1582486437
565,avera,33.19,-82.53,63.0,21,1,3.36,US,1582486437
566,ojinaga,29.57,-104.42,77.0,29,1,10.29,MX,1582486437
567,awjilah,29.11,21.29,55.11,46,87,8.95,LY,1582486438
568,la primavera,5.49,-70.41,97.36,31,74,9.04,CO,1582486438
569,mwingi,-0.93,38.06,68.59,86,10,1.61,KE,1582486438
570,narnaul,28.04,76.11,58.96,67,0,2.17,IN,1582486438
571,parabel,58.7,81.48,3.07,94,0,4.03,RU,1582486438
572,yabelo,4.88,38.08,69.62,27,61,22.12,ET,1582486438
573,vilcun,-38.65,-72.23,68.0,68,20,9.17,CL,1582486438
574,lazurne,46.08,32.53,43.0,93,100,13.42,UA,1582486439
575,port hawkesbury,45.62,-61.35,41.0,48,1,9.17,CA,1582486439
576,yamada,39.47,141.95,32.85,55,0,2.59,JP,1582486439
577,jiangyou,31.77,104.72,35.82,95,2,1.54,CN,1582486439
578,hami,42.8,93.45,28.53,58,64,0.63,CN,1582486439
579,brattleboro,42.85,-72.56,50.0,39,1,8.05,US,1582486440
580,albuquerque,35.08,-106.65,48.0,65,90,11.41,US,1582486440
581,hobbs,32.7,-103.14,66.0,51,20,18.34,US,1582486349
582,kavaratti,10.57,72.64,81.82,73,100,7.63,IN,1582486440
583,tianpeng,30.99,103.94,52.0,81,20,4.21,CN,1582486440
584,kidal,18.44,1.41,76.77,13,0,12.71,ML,1582486440
585,ginir,7.13,40.7,61.16,47,0,1.57,ET,1582486440
586,bratsk,56.13,101.61,19.0,92,29,4.47,RU,1582486440
587,semirom,31.42,51.57,33.71,74,65,4.29,IR,1582486441
588,cockburn town,21.46,-71.14,78.8,57,40,16.11,TC,1582486441
589,pavlysh,48.92,33.36,40.53,85,100,9.55,UA,1582486441
590,seoul,37.57,126.98,33.8,80,75,2.95,KR,1582486222
591,katangli,51.71,143.23,-5.28,96,39,5.21,RU,1582486441
592,sola,-13.88,167.55,82.29,79,16,13.6,VU,1582486441
593,praia da vitoria,38.73,-27.07,64.4,72,20,7.05,PT,1582486441
594,ishigaki,24.34,124.16,69.93,72,100,14.29,JP,1582486441
595,tongliao,43.61,122.27,24.21,62,0,6.26,CN,1582486441
596,piripiri,-4.27,-41.78,80.26,84,18,4.36,BR,1582486442
597,pangody,65.85,74.49,25.0,89,98,22.19,RU,1582486442
598,shirokiy,49.76,129.52,8.47,93,100,3.94,RU,1582486442
